symbol,timestamp_ny,session,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume_nonzero
NVDA,2026-09-23T13:30:00-04:00,regular market,224.44549560546875,225.39999389648438,224.37010192871094,225.36500549316406,2693957,0.0,0.0,True
NVDA,2026-09-23T14:00:00-04:00,regular market,225.37379455566406,225.6300048828125,225.10000610351562,225.53500366210938,2637717,0.0,0.0,True
NVDA,2026-09-23T14:30:00-04:00,regular market,225.53500366210938,225.5500030517578,225.24139404296875,225.29150390625,2027002,0.0,0.0,True
NVDA,2026-09-23T15:00:00-04:00,regular market,225.2899932861328,225.5570068359375,225.0299072265625,225.10000610351562,2884036,0.0,0.0,True
NVDA,2026-09-23T15:30:00-04:00,regular market,225.10000610351562,225.8000030517578,224.72500610351562,225.50999450683594,8732049,0.0,0.0,True
NVDA,2026-09-23T16:00:00-04:00,after hours,225.54,226.0,225.2,225.328,0,0.0,0.0,False
NVDA,2026-09-23T16:30:00-04:00,after hours,225.328,226.2547,225.11,225.3485,0,0.0,0.0,False
NVDA,2026-09-23T17:00:00-04:00,after hours,225.3485,228.2,225.0,225.0975,0,0.0,0.0,False
NVDA,2026-09-23T17:30:00-04:00,after hours,225.0975,225.24,225.0,225.1877,0,0.0,0.0,False
NVDA,2026-09-23T18:00:00-04:00,after hours,225.1877,225.32,225.1,225.1795,0,0.0,0.0,False
NVDA,2026-09-23T18:30:00-04:00,after hours,225.1795,225.51,225.05,225.2592,0,0.0,0.0,False
NVDA,2026-09-23T19:00:00-04:00,after hours,225.2592,225.3475,225.15,225.2487,0,0.0,0.0,False
NVDA,2026-09-23T19:30:00-04:00,after hours,225.2487,225.3267,225.04,225.0409,0,0.0,0.0,False
NVDA,2026-09-24T04:00:00-04:00,pre-market,224.15,225.51,222.7,222.9057,0,0.0,0.0,False
NVDA,2026-09-24T04:30:00-04:00,pre-market,222.9057,223.165,222.36,222.7167,0,0.0,0.0,False
NVDA,2026-09-24T05:00:00-04:00,pre-market,222.7167,222.95,222.3157,222.9085,0,0.0,0.0,False
NVDA,2026-09-24T05:30:00-04:00,pre-market,222.9085,222.91,222.28,222.8882,0,0.0,0.0,False
NVDA,2026-09-24T06:00:00-04:00,pre-market,222.8882,223.1,222.5045,222.8462,0,0.0,0.0,False
NVDA,2026-09-24T06:30:00-04:00,pre-market,222.8462,223.64,222.7,223.5545,0,0.0,0.0,False
NVDA,2026-09-24T07:00:00-04:00,pre-market,223.4,223.5667,222.8,222.9377,0,0.0,0.0,False
NVDA,2026-09-24T07:30:00-04:00,pre-market,222.9377,223.4157,222.7,222.9577,0,0.0,0.0,False
NVDA,2026-09-24T08:00:00-04:00,pre-market,222.9577,223.7467,222.5525,223.4952,0,0.0,0.0,False
NVDA,2026-09-24T08:30:00-04:00,pre-market,223.4952,223.5,222.75,222.8977,0,0.0,0.0,False
NVDA,2026-09-24T09:00:00-04:00,pre-market,222.8977,223.1596,221.7,222.09,0,0.0,0.0,False
NVDA,2026-09-24T09:30:00-04:00,regular market,222.64999389648438,223.2299041748047,221.09080505371094,222.86000061035156,8580307,0.0,0.0,True
AMD,2026-09-18T04:00:00-04:00,pre-market,553.03,555.15,545.09,552.7795,0,0.0,0.0,False
AMD,2026-09-18T04:30:00-04:00,pre-market,552.38,553.25,551.0,551.0,0,0.0,0.0,False
AMD,2026-09-18T05:00:00-04:00,pre-market,551.02,551.975,549.4067,550.7,0,0.0,0.0,False
AMD,2026-09-18T05:30:00-04:00,pre-market,550.7,550.9788,549.0,549.657,0,0.0,0.0,False
AMD,2026-09-18T06:00:00-04:00,pre-market,549.78,552.5,549.56,552.3,0,0.0,0.0,False
AMD,2026-09-18T06:30:00-04:00,pre-market,552.27,552.5,550.7,550.7,0,0.0,0.0,False
AMD,2026-09-18T07:00:00-04:00,pre-market,550.68,551.5,545.09,546.6,0,0.0,0.0,False
AMD,2026-09-18T07:30:00-04:00,pre-market,546.49,548.3,545.3,546.98,0,0.0,0.0,False
AMD,2026-09-18T08:00:00-04:00,pre-market,546.98,547.07,544.2,546.09,0,0.0,0.0,False
AMD,2026-09-18T08:30:00-04:00,pre-market,546.2884,546.5,544.1061,544.755,0,0.0,0.0,False
AMD,2026-09-18T09:00:00-04:00,pre-market,544.81,550.5,544.39,547.601,0,0.0,0.0,False
AMD,2026-09-18T09:30:00-04:00,regular market,547.5599975585938,551.3900146484375,544.0,551.2899169921875,5392231,0.0,0.0,True
AMD,2026-09-18T10:00:00-04:00,regular market,551.1679077148438,552.9500122070312,547.1199951171875,548.3200073242188,1940089,0.0,0.0,True
AMD,2026-09-18T10:30:00-04:00,regular market,548.3150024414062,548.6599731445312,542.52001953125,542.5800170898438,1346177,0.0,0.0,True
AMD,2026-09-18T11:00:00-04:00,regular market,542.5750122070312,544.25,541.5399780273438,543.5650024414062,1256517,0.0,0.0,True
AMD,2026-09-18T11:30:00-04:00,regular market,543.72998046875,544.4299926757812,542.260009765625,543.8499755859375,819518,0.0,0.0,True
AMD,2026-09-18T12:00:00-04:00,regular market,544.0,544.4000244140625,542.2999877929688,543.4074096679688,858145,0.0,0.0,True
AMD,2026-09-18T12:30:00-04:00,regular market,543.5150146484375,545.2999267578125,543.1500244140625,544.8800048828125,729544,0.0,0.0,True
AMD,2026-09-18T13:00:00-04:00,regular market,544.85498046875,546.3084106445312,544.6199951171875,545.4299926757812,614385,0.0,0.0,True
AMD,2026-09-18T13:30:00-04:00,regular market,545.469970703125,546.5399780273438,544.9099731445312,545.4500122070312,606089,0.0,0.0,True
AMD,2026-09-18T14:00:00-04:00,regular market,545.489990234375,545.5499877929688,543.5399780273438,544.25,525342,0.0,0.0,True
AMD,2026-09-18T14:30:00-04:00,regular market,544.29541015625,545.3800048828125,543.22998046875,544.9500122070312,519284,0.0,0.0,True
AMD,2026-09-18T15:00:00-04:00,regular market,544.9249877929688,545.75,544.0900268554688,545.4349975585938,668269,0.0,0.0,True
AMD,2026-09-18T15:30:00-04:00,regular market,545.4299926757812,559.9099731445312,545.080078125,559.7999877929688,5212144,0.0,0.0,True
AMD,2026-09-18T16:00:00-04:00,after hours,559.82,559.9,557.3,557.58,0,0.0,0.0,False
AMD,2026-09-18T16:30:00-04:00,after hours,557.63,559.82,556.94,557.15,0,0.0,0.0,False
AMD,2026-09-18T17:00:00-04:00,after hours,557.2,570.9494,557.1355,557.5901,0,0.0,0.0,False
AMD,2026-09-18T17:30:00-04:00,after hours,557.5956,559.82,557.0,557.26,0,0.0,0.0,False
AMD,2026-09-18T18:00:00-04:00,after hours,557.22,559.82,557.0087,557.2,0,0.0,0.0,False
AMD,2026-09-18T18:30:00-04:00,after hours,557.0977,557.4,556.65,556.68,0,0.0,0.0,False
AMD,2026-09-18T19:00:00-04:00,after hours,556.6817,557.5975,556.68,557.53,0,0.0,0.0,False
AMD,2026-09-18T19:30:00-04:00,after hours,557.5061,558.1,557.2,557.98,0,0.0,0.0,False
AMD,2026-09-21T04:00:00-04:00,pre-market,571.22,574.4664,567.0,573.5,0,0.0,0.0,False
AMD,2026-09-21T04:30:00-04:00,pre-market,573.3,574.8488,573.2,574.25,0,0.0,0.0,False
AMD,2026-09-21T05:00:00-04:00,pre-market,574.18,578.31,574.0,577.45,0,0.0,0.0,False
AMD,2026-09-21T05:30:00-04:00,pre-market,577.25,577.7988,574.1752,574.72,0,0.0,0.0,False
AMD,2026-09-21T06:00:00-04:00,pre-market,574.7244,576.0,574.0012,575.02,0,0.0,0.0,False
AMD,2026-09-21T06:30:00-04:00,pre-market,574.83,576.6,574.5,575.18,0,0.0,0.0,False
AMD,2026-09-21T07:00:00-04:00,pre-market,575.01,575.8,573.2,574.67,0,0.0,0.0,False
AMD,2026-09-21T07:30:00-04:00,pre-market,574.7417,575.68,573.3,575.388,0,0.0,0.0,False
AMD,2026-09-21T08:00:00-04:00,pre-market,575.25,579.95,575.0,578.25,0,0.0,0.0,False
AMD,2026-09-21T08:30:00-04:00,pre-market,578.11,582.37,577.8,579.36,0,0.0,0.0,False
AMD,2026-09-21T09:00:00-04:00,pre-market,579.29,586.59,578.4,583.89,0,0.0,0.0,False
AMD,2026-09-21T09:30:00-04:00,regular market,583.9400024414062,608.2299194335938,582.27001953125,607.0650024414062,11353434,0.0,0.0,True
AMD,2026-09-21T10:00:00-04:00,regular market,607.052490234375,613.9240112304688,605.418212890625,609.5855102539062,5020045,0.0,0.0,True
AMD,2026-09-21T10:30:00-04:00,regular market,609.7249755859375,614.2999877929688,608.4000244140625,614.2999877929688,2764454,0.0,0.0,True
AMD,2026-09-21T11:00:00-04:00,regular market,614.25,615.989990234375,610.5,611.6649780273438,2664004,0.0,0.0,True
AMD,2026-09-21T11:30:00-04:00,regular market,611.75,612.97998046875,608.8709716796875,609.8499755859375,2756979,0.0,0.0,True
AMD,2026-09-21T12:00:00-04:00,regular market,609.9000244140625,613.1799926757812,609.510009765625,612.5800170898438,1549063,0.0,0.0,True
AMD,2026-09-21T12:30:00-04:00,regular market,612.635009765625,612.72998046875,609.5,610.3900146484375,1708340,0.0,0.0,True
AMD,2026-09-21T13:00:00-04:00,regular market,610.4406127929688,611.6199951171875,605.9301147460938,606.4000244140625,2045872,0.0,0.0,True
AMD,2026-09-21T13:30:00-04:00,regular market,606.5275268554688,610.2299194335938,606.3200073242188,607.9749755859375,1214559,0.0,0.0,True
AMD,2026-09-21T14:00:00-04:00,regular market,607.97998046875,610.010009765625,607.8800048828125,609.6300048828125,968759,0.0,0.0,True
AMD,2026-09-21T14:30:00-04:00,regular market,609.6400146484375,611.1699829101562,607.5,611.0999755859375,1123053,0.0,0.0,True
AMD,2026-09-21T15:00:00-04:00,regular market,611.1699829101562,615.7000122070312,611.0001220703125,614.4799194335938,2388964,0.0,0.0,True
AMD,2026-09-21T15:30:00-04:00,regular market,614.3800048828125,616.6799926757812,614.22998046875,615.3599853515625,4535377,0.0,0.0,True
AMD,2026-09-21T16:00:00-04:00,after hours,615.45,616.69,607.49,614.48,0,0.0,0.0,False
AMD,2026-09-21T16:30:00-04:00,after hours,614.65,615.52,614.29,614.83,0,0.0,0.0,False
AMD,2026-09-21T17:00:00-04:00,after hours,615.24,615.52,614.61,615.05,0,0.0,0.0,False
AMD,2026-09-21T17:30:00-04:00,after hours,615.05,616.84,615.01,615.84,0,0.0,0.0,False
AMD,2026-09-21T18:00:00-04:00,after hours,615.8,617.99,615.5,617.94,0,0.0,0.0,False
AMD,2026-09-21T18:30:00-04:00,after hours,617.97,619.5,615.52,619.2,0,0.0,0.0,False
AMD,2026-09-21T19:00:00-04:00,after hours,619.2,620.0,619.0,619.355,0,0.0,0.0,False
AMD,2026-09-21T19:30:00-04:00,after hours,619.68,620.0,619.11,619.9809,0,0.0,0.0,False
AMD,2026-09-22T04:00:00-04:00,pre-market,613.0,621.99,604.1,604.26,0,0.0,0.0,False
AMD,2026-09-22T04:30:00-04:00,pre-market,604.2982,610.0,603.6,609.74,0,0.0,0.0,False
AMD,2026-09-22T05:00:00-04:00,pre-market,609.74,610.9888,608.05,608.88,0,0.0,0.0,False
AMD,2026-09-22T05:30:00-04:00,pre-market,608.98,614.4,608.45,613.8,0,0.0,0.0,False
AMD,2026-09-22T06:00:00-04:00,pre-market,613.81,614.67,611.15,612.0,0,0.0,0.0,False
AMD,2026-09-22T06:30:00-04:00,pre-market,611.77,613.19,611.0433,611.35,0,0.0,0.0,False
AMD,2026-09-22T07:00:00-04:00,pre-market,611.5,615.52,606.65,607.0,0,0.0,0.0,False
AMD,2026-09-22T07:30:00-04:00,pre-market,607.0,608.7,604.5,605.0,0,0.0,0.0,False
AMD,2026-09-22T08:00:00-04:00,pre-market,605.36,607.98,603.83,607.34,0,0.0,0.0,False
AMD,2026-09-22T08:30:00-04:00,pre-market,607.32,608.19,445.5,606.68,0,0.0,0.0,False
AMD,2026-09-22T09:00:00-04:00,pre-market,606.7107,608.18,604.4042,607.13,0,0.0,0.0,False
AMD,2026-09-22T09:30:00-04:00,regular market,607.0999755859375,618.4199829101562,606.3125,618.2750244140625,5999772,0.0,0.0,True
AMD,2026-09-22T10:00:00-04:00,regular market,618.0599975585938,622.0,615.0338745117188,618.6500244140625,3175092,0.0,0.0,True
AMD,2026-09-22T10:30:00-04:00,regular market,618.5900268554688,619.52001953125,614.3599853515625,616.0150146484375,1636944,0.0,0.0,True
AMD,2026-09-22T11:00:00-04:00,regular market,616.0800170898438,619.2999877929688,615.9400024414062,617.6799926757812,1397590,0.0,0.0,True
AMD,2026-09-22T11:30:00-04:00,regular market,617.7999877929688,620.9298706054688,616.5200805664062,616.8099975585938,1537151,0.0,0.0,True
AMD,2026-09-22T12:00:00-04:00,regular market,616.760009765625,619.5399780273438,612.6599731445312,613.3599853515625,1103225,0.0,0.0,True
AMD,2026-09-22T12:30:00-04:00,regular market,613.3798828125,617.2100219726562,613.3049926757812,616.7000122070312,966084,0.0,0.0,True
AMD,2026-09-22T13:00:00-04:00,regular market,616.6500244140625,618.0999755859375,615.9299926757812,616.5800170898438,688149,0.0,0.0,True
AMD,2026-09-22T13:30:00-04:00,regular market,616.6649780273438,620.8499755859375,616.25,620.8350219726562,1102703,0.0,0.0,True
AMD,2026-09-22T14:00:00-04:00,regular market,620.9000244140625,621.5,616.0,620.1599731445312,1378242,0.0,0.0,True
AMD,2026-09-22T14:30:00-04:00,regular market,620.0106201171875,620.0106201171875,618.0,619.0250244140625,1182617,0.0,0.0,True
AMD,2026-09-22T15:00:00-04:00,regular market,618.9749755859375,621.6799926757812,618.5999755859375,620.7650146484375,1082618,0.0,0.0,True
AMD,2026-09-22T15:30:00-04:00,regular market,620.8300170898438,624.52001953125,620.760009765625,624.0,2799730,0.0,0.0,True
AMD,2026-09-22T16:00:00-04:00,after hours,623.74,623.99,621.18,621.55,0,0.0,0.0,False
AMD,2026-09-22T16:30:00-04:00,after hours,621.69,623.77,620.8251,621.4,0,0.0,0.0,False
AMD,2026-09-22T17:00:00-04:00,after hours,621.37,656.1456,156.4427,620.92,0,0.0,0.0,False
AMD,2026-09-22T17:30:00-04:00,after hours,621.0,623.77,620.5,620.75,0,0.0,0.0,False
AMD,2026-09-22T18:00:00-04:00,after hours,620.6011,622.0,620.5,621.6,0,0.0,0.0,False
AMD,2026-09-22T18:30:00-04:00,after hours,621.65,622.14,621.35,621.988,0,0.0,0.0,False
AMD,2026-09-22T19:00:00-04:00,after hours,621.99,622.3227,621.6,622.24,0,0.0,0.0,False
